xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,Class
0.22583,3582.1,4524.8,9.2586,27.212,42.017,2699.9,75.115,120.38,0.33972,79.72,49.227,2628.1,24.58,51.444,3095.4,22.839,65.946,236.81,340.83,95.069,76.757,32.058,8.8164,26.54,6.8042,18.975,1.663,32.774,13.917,23.933,1.1202,18.499,2.2596,4.8938,2.2984,0.0097228,0.84158,0.10539,53.187,44.426,61.67,54.094,22.61,62.113,22.343,40.82,35.824,49.876,48.474,40.548,18.486,0
0.26511,3633.6,4494.1,9.3613,26.888,42.093,2699.5,75.505,120.39,0.34402,79.639,50.212,2628.2,24.279,51.435,3097.0,23.354,65.819,238.4,340.97,94.811,76.799,32.182,8.8468,26.242,6.8245,18.948,1.6558,33.157,13.984,24.119,1.2261,18.309,2.3065,4.8683,2.2807,0.018095,0.84819,0.10116,53.465,44.058,64.036,53.925,26.317,61.664,21.818,40.939,38.725,49.855,48.718,40.143,17.29,0
0.26608,3706.4,4461.3,9.3528,26.583,42.166,2702.9,75.109,120.42,0.3452,79.961,50.695,2631.6,25.817,50.394,3099.5,23.984,65.771,237.62,340.84,94.695,77.454,32.182,8.8468,26.242,6.8245,18.948,1.6558,33.157,13.984,24.119,1.2261,18.309,2.3065,4.8683,2.2807,0.018095,0.84819,0.10116,53.465,44.058,62.783,54.317,26.222,58.752,22.201,40.795,40.146,47.446,48.864,41.161,15.751,0
0.25406,3697.2,4514.1,9.2964,26.822,42.46,2702.9,75.51,120.41,0.35215,80.277,51.739,2632.4,24.102,51.601,3102.2,22.863,65.87,236.76,340.41,94.514,77.635,32.259,8.6828,26.688,6.8491,18.976,1.6367,32.87,13.832,23.567,1.2569,18.989,2.2578,4.8581,2.2587,0.018095,0.84819,0.10116,53.465,44.058,62.827,53.721,25.188,60.613,22.031,41.91,43.219,50.24,49.012,41.258,18.376,0
0.25575,3680.2,4486.0,9.299,26.662,42.273,2702.6,74.976,120.41,0.35374,80.295,49.223,2631.7,24.5,49.995,3101.2,22.658,65.983,236.55,340.16,94.692,77.191,32.259,8.6828,26.688,6.8491,18.976,1.6367,32.87,13.832,23.567,1.2569,18.989,2.2578,4.8581,2.2587,0.018095,0.84819,0.10116,53.465,44.058,63.121,54.056,25.022,58.68,21.898,41.716,35.814,46.523,49.095,41.295,18.875,0
0.2433,3666.2,4488.7,9.4256,27.346,42.49,2700.7,74.352,120.41,0.33551,80.139,49.273,2629.2,24.547,51.616,3099.5,23.443,65.996,238.15,340.36,94.478,77.216,32.123,8.9226,26.604,6.806,18.624,1.6666,32.71,13.839,23.545,1.1694,18.67,2.2493,4.8387,2.2758,0.018095,0.84819,0.10116,53.465,44.058,63.188,53.922,24.705,59.534,21.893,40.003,35.961,50.274,49.017,41.246,17.02,0
0.24869,3681.2,4470.0,9.2448,26.959,42.375,2700.1,75.149,120.38,0.33809,80.166,49.466,2628.9,25.311,48.284,3098.3,22.713,66.038,237.47,339.94,94.758,76.96,32.123,8.9226,26.604,6.806,18.624,1.6666,32.71,13.839,23.545,1.1694,18.67,2.2493,4.8387,2.2758,0.016236,0.84921,0.10984,53.379,44.422,62.929,54.146,24.176,61.908,21.951,39.689,36.527,42.563,49.329,41.036,18.762,0
0.25988,3641.1,4552.0,9.3216,26.689,42.305,2698.0,74.273,120.39,0.33918,80.022,50.53,2626.1,22.698,51.348,3097.1,23.018,66.012,236.66,339.74,94.624,77.146,32.364,8.897,26.614,6.8669,18.743,1.6697,32.61,13.923,23.743,1.3421,19.19,2.2972,4.8323,2.3266,0.016236,0.84921,0.10984,53.379,44.422,64.049,54.026,25.658,61.171,21.613,39.771,39.661,49.655,49.55,40.795,18.041,0
0.26013,3650.3,4510.4,9.2655,27.114,42.444,2697.9,74.856,120.4,0.33515,80.113,49.941,2627.1,25.11,48.859,3097.5,22.526,65.983,240.68,339.82,94.584,77.132,32.364,8.897,26.614,6.8669,18.743,1.6697,32.61,13.923,23.743,1.3421,19.19,2.2972,4.8323,2.3266,0.016236,0.84921,0.10984,53.379,44.422,63.89,54.524,25.634,61.567,21.85,40.263,37.927,43.893,49.34,40.763,19.211,0
0.23699,3687.6,4551.4,9.264,26.847,42.196,2697.3,75.19,120.4,0.34333,80.127,50.979,2626.0,24.866,48.985,3095.9,23.461,66.006,239.81,339.25,94.737,77.071,32.269,9.0179,26.477,6.6779,19.263,1.7052,33.101,13.853,23.808,1.3603,18.521,2.291,4.8849,2.2241,0.016236,0.84921,0.10984,53.379,44.422,62.757,53.756,23.214,62.235,21.83,41.594,40.98,44.185,49.565,41.013,17.001,0
0.23627,3655.3,4481.9,9.2909,27.14,42.331,2696.0,75.203,120.38,0.34334,80.071,48.916,2623.8,27.036,50.263,3094.7,23.323,66.019,239.87,339.53,94.713,76.976,32.269,9.0179,26.477,6.6779,19.263,1.7052,33.101,13.853,23.808,1.3603,18.521,2.291,4.8849,2.2241,0.016236,0.84921,0.10984,53.379,44.422,63.313,54.588,23.284,60.701,21.707,41.593,34.911,47.142,49.706,41.155,17.349,0
0.24589,3716.7,4441.2,9.4429,26.686,42.027,2696.0,75.003,120.44,0.33988,80.204,50.446,2624.9,24.566,48.632,3095.2,22.867,66.067,241.43,339.17,94.532,77.549,32.062,8.9493,26.039,6.9165,18.838,1.6588,33.055,13.852,24.04,1.4707,18.838,2.2352,4.883,2.361,0.0087564,0.85009,0.097812,53.683,43.331,64.019,53.762,23.893,59.523,21.358,40.226,39.413,43.368,49.761,41.427,18.381,0
0.24501,3724.4,4442.8,9.173,26.869,42.343,2693.8,75.186,120.41,0.33309,80.233,50.747,2622.0,26.326,50.907,3095.0,24.088,66.095,242.27,338.68,94.586,77.246,32.062,8.9493,26.039,6.9165,18.838,1.6588,33.055,13.852,24.04,1.4707,18.838,2.2352,4.883,2.361,0.0087564,0.85009,0.097812,53.683,43.331,63.885,53.743,23.98,60.136,21.293,41.054,40.298,48.633,49.85,41.262,15.505,0
0.26529,3655.5,4520.1,9.1311,26.829,42.477,2694.8,75.282,120.43,0.33656,80.366,48.86,2622.6,25.585,50.47,3094.7,24.047,66.161,239.43,338.69,94.533,77.406,32.194,9.0394,26.231,7.0308,18.952,1.6576,32.828,13.75,24.23,1.2882,19.054,2.28,4.8464,2.4097,0.0087564,0.85009,0.097812,53.683,43.331,63.058,53.813,25.962,61.104,21.394,40.673,34.744,47.622,50.265,40.547,15.579,0
0.26189,3688.2,4483.4,9.2705,26.474,42.61,2694.2,75.465,120.38,0.34071,80.344,50.624,2621.9,26.332,50.225,3095.0,22.818,66.203,241.4,338.21,94.712,77.336,32.194,9.0394,26.231,7.0308,18.952,1.6576,32.828,13.75,24.23,1.2882,19.054,2.28,4.8464,2.4097,0.0087564,0.85009,0.097812,53.683,43.331,62.496,54.253,26.297,59.527,21.052,40.166,39.936,47.054,50.248,40.113,18.492,0
0.25236,3617.3,4507.1,9.1495,26.832,42.388,2694.1,75.446,120.39,0.32591,80.396,50.168,2621.3,25.654,49.891,3094.4,22.798,66.226,242.95,338.82,94.734,77.338,31.587,9.0546,26.075,7.1046,19.127,1.6778,33.057,13.852,23.876,1.3572,18.599,2.3151,4.8523,2.3035,0.0087564,0.85009,0.097812,53.683,43.331,62.628,53.669,24.841,62.327,21.084,39.196,38.596,46.282,50.268,41.288,18.539,0
0.25206,3636.7,4505.4,9.2171,26.825,42.644,2696.4,75.095,120.4,0.32568,80.567,48.694,2624.6,25.875,48.949,3095.7,23.052,66.295,241.21,338.75,94.756,77.613,31.587,9.0546,26.075,7.1046,19.127,1.6778,33.057,13.852,23.876,1.3572,18.599,2.3151,4.8523,2.3035,0.015091,0.86892,0.099031,53.107,43.314,62.293,53.689,24.871,59.471,21.583,39.224,34.255,44.101,50.626,40.672,17.9,0
0.31245,3556.9,4483.2,9.3588,27.092,42.258,2697.1,75.674,120.37,0.33998,80.435,49.472,2624.2,25.731,49.668,3097.4,22.598,66.335,240.36,338.74,94.86,77.278,32.083,8.8211,26.224,7.0351,18.804,1.6438,32.644,14.089,23.393,1.4942,18.293,2.2639,4.8827,2.2492,0.015091,0.86892,0.099031,53.107,43.314,62.845,53.482,31.098,61.133,21.512,40.164,36.547,45.766,50.875,40.208,18.99,0
0.31549,3590.3,4477.4,9.3293,27.127,42.585,2698.6,73.688,120.41,0.3386,80.361,49.23,2627.1,25.237,49.313,3098.1,23.97,66.342,242.48,339.0,94.774,77.618,32.083,8.8211,26.224,7.0351,18.804,1.6438,32.644,14.089,23.393,1.4942,18.293,2.2639,4.8827,2.2492,0.015091,0.86892,0.099031,53.107,43.314,62.269,53.551,30.799,59.878,21.578,40.333,35.834,44.945,50.863,40.984,15.719,0
0.27136,3619.5,4488.8,9.3639,26.255,42.335,2700.1,74.816,120.38,0.36323,80.49,48.341,2628.7,25.134,49.085,3098.8,23.806,66.359,242.58,339.74,94.787,77.406,31.765,8.9772,26.048,6.8885,18.536,1.6445,32.506,13.738,23.475,1.2473,19.325,2.2625,4.863,2.387,0.015091,0.86892,0.099031,53.107,43.314,62.199,54.176,26.419,61.294,21.467,43.913,33.217,44.417,51.03,40.516,16.101,0
0.26949,3622.8,4506.5,9.2327,27.037,42.769,2699.8,75.52,120.39,0.36323,80.325,50.947,2628.1,26.589,49.275,3099.3,23.02,66.375,241.92,339.82,94.808,77.167,31.765,8.9772,26.048,6.8885,18.536,1.6445,32.506,13.738,23.475,1.2473,19.325,2.2625,4.863,2.387,0.015091,0.86892,0.099031,53.107,43.314,62.143,53.964,26.603,60.651,21.889,43.914,40.886,44.857,51.263,40.244,17.98,0
0.30246,3648.9,4497.9,9.3149,26.923,42.797,2701.7,75.528,120.43,0.3294,80.346,50.075,2630.2,24.346,50.717,3100.4,21.901,66.354,244.91,340.13,94.69,77.37,31.984,8.8227,26.546,6.849,18.705,1.6667,33.057,13.816,23.432,1.2505,19.047,2.2674,4.8252,2.2615,-0.0018167,0.83463,0.098756,54.7,43.16,62.903,54.742,29.945,61.153,21.886,38.77,38.322,48.193,51.697,40.942,20.62,0
0.30333,3660.6,4505.1,9.369,26.811,42.033,2701.3,75.437,120.4,0.32953,80.139,49.873,2629.4,26.498,51.254,3101.5,22.982,66.411,247.98,340.01,94.647,77.079,31.984,8.8227,26.546,6.849,18.705,1.6667,33.057,13.816,23.432,1.2505,19.047,2.2674,4.8252,2.2615,-0.0018167,0.83463,0.098756,54.7,43.16,62.701,54.655,29.859,62.231,21.423,38.754,37.728,49.435,51.825,40.825,18.081,0
0.2886,3701.9,4523.8,9.3778,26.668,42.423,2702.8,74.817,120.44,0.33783,80.121,50.436,2631.1,26.682,50.995,3100.6,22.915,66.371,245.86,340.76,94.56,77.176,31.762,8.9811,26.395,6.7551,18.564,1.6693,32.501,13.827,23.782,1.3069,18.212,2.2792,4.8822,2.4262,-0.0018167,0.83463,0.098756,54.7,43.16,62.35,54.042,27.795,59.967,21.911,39.77,39.383,48.837,52.421,41.683,18.243,0
0.28816,3661.7,4538.6,9.375,26.753,42.63,2700.4,74.449,120.4,0.33795,80.041,48.385,2629.7,26.003,49.918,3100.1,23.1,66.368,250.31,340.55,94.576,77.258,31.762,8.9811,26.395,6.7551,18.564,1.6693,32.501,13.827,23.782,1.3069,18.212,2.2792,4.8822,2.4262,-0.0018167,0.83463,0.098756,54.7,43.16,63.042,53.865,27.838,61.465,21.59,39.755,33.348,46.345,52.428,41.531,17.815,0
0.31234,3681.8,4529.8,9.3916,26.889,42.207,2702.8,74.768,120.43,0.33921,80.073,49.843,2631.2,24.661,49.168,3100.9,23.794,66.38,251.44,340.81,94.474,77.257,31.958,8.8636,26.351,6.9318,19.22,1.6904,32.943,13.733,23.623,1.2468,18.514,2.2436,4.8895,2.3003,-0.0018167,0.83463,0.098756,54.7,43.16,63.595,54.342,30.316,60.757,21.792,39.897,37.639,44.608,52.731,41.7,16.165,0
0.3126,3658.6,4504.2,9.3612,27.131,42.351,2703.8,74.069,120.43,0.33773,80.281,51.041,2633.7,24.475,50.358,3102.6,22.102,66.419,248.5,340.73,94.445,77.469,31.958,8.8636,26.351,6.9318,19.22,1.6904,32.943,13.733,23.623,1.2468,18.514,2.2436,4.8895,2.3003,0.0084427,0.84164,0.1,53.456,43.228,63.995,54.648,30.29,60.297,22.249,40.077,41.163,47.363,52.545,41.293,20.155,0
0.29495,3648.9,4494.1,9.2914,26.903,42.248,2703.1,74.675,120.4,0.32763,80.283,50.752,2631.5,25.58,49.992,3101.6,23.176,66.472,247.67,341.15,94.375,77.237,32.727,8.9816,26.097,6.9855,19.012,1.6384,33.186,13.913,24.084,1.0295,19.116,2.2734,4.8022,2.1722,0.0084427,0.84164,0.1,53.456,43.228,62.647,53.139,28.97,63.042,21.959,38.727,40.314,46.516,52.647,40.966,17.612,0
0.29407,3658.3,4425.1,9.3778,26.651,42.361,2703.1,75.896,120.42,0.32551,80.32,49.717,2632.1,25.056,49.927,3100.8,22.345,66.507,247.64,341.12,94.628,77.51,32.727,8.9816,26.097,6.9855,19.012,1.6384,33.186,13.913,24.084,1.0295,19.116,2.2734,4.8022,2.1722,0.0084427,0.84164,0.1,53.456,43.228,62.486,53.965,29.057,61.467,21.891,38.986,37.267,46.366,52.675,41.408,19.555,0
0.21904,3613.3,4421.9,9.3782,26.961,41.993,2700.9,74.618,120.37,0.34537,80.206,51.253,2629.5,25.787,50.759,3096.4,22.676,66.518,248.34,341.85,94.538,77.237,32.406,8.7316,26.109,6.8675,18.693,1.6748,32.956,13.84,23.613,1.2854,19.279,2.2929,4.9276,2.2806,0.0084427,0.84164,0.1,53.456,43.228,62.717,54.455,21.49,60.706,22.379,41.368,41.788,48.29,52.64,40.57,18.789,0
0.22081,3622.8,4525.6,9.2535,26.684,42.291,2698.0,75.223,120.39,0.34523,80.044,50.345,2626.8,24.497,49.662,3093.9,23.348,66.505,249.35,341.48,94.895,76.797,32.406,8.7316,26.109,6.8675,18.693,1.6748,32.956,13.84,23.613,1.2854,19.279,2.2929,4.9276,2.2806,0.0084427,0.84164,0.1,53.456,43.228,62.554,53.214,21.316,61.802,22.06,41.385,39.115,45.753,52.581,40.594,17.237,0
0.24542,3693.2,4502.7,9.3912,26.806,42.212,2696.1,74.407,120.39,0.33955,79.81,49.102,2624.1,25.394,49.96,3093.4,23.277,66.413,251.31,341.65,94.548,76.925,32.118,8.9617,26.419,6.9606,18.851,1.6444,32.881,13.939,23.454,1.2169,18.295,2.2776,4.8346,2.2989,0.029259,0.85571,0.070395,53.703,44.553,62.336,54.259,24.234,61.839,21.759,40.198,35.457,46.441,52.624,40.98,17.427,0
0.24525,3664.8,4540.4,9.4496,26.764,41.988,2698.1,75.075,120.39,0.335,79.954,49.752,2627.8,24.361,50.04,3094.2,23.621,66.375,252.02,341.39,94.762,77.323,32.118,8.9617,26.419,6.9606,18.851,1.6444,32.881,13.939,23.454,1.2169,18.295,2.2776,4.8346,2.2989,0.029259,0.85571,0.070395,53.703,44.553,62.825,53.807,24.251,60.596,22.287,40.753,37.369,46.627,52.676,40.779,16.591,0
0.27187,3607.2,4475.4,9.3681,26.937,42.287,2700.0,74.313,120.4,0.34662,80.183,49.222,2628.3,23.661,50.379,3098.3,22.29,66.408,251.83,341.42,94.513,77.48,32.471,8.9253,25.835,7.0211,18.786,1.6826,33.436,13.919,23.425,1.0499,18.312,2.3308,4.7564,2.2428,0.029259,0.85571,0.070395,53.703,44.553,62.968,54.2,26.962,59.383,22.075,42.081,35.809,47.411,52.804,40.891,19.726,0
0.27303,3636.5,4504.8,9.2767,26.967,42.343,2700.5,74.037,120.39,0.3497,80.109,49.66,2628.4,25.051,49.526,3098.6,22.999,66.445,252.01,341.23,94.771,77.172,32.471,8.9253,25.835,7.0211,18.786,1.6826,33.436,13.919,23.425,1.0499,18.312,2.3308,4.7564,2.2428,0.029259,0.85571,0.070395,53.703,44.553,62.464,53.848,26.849,62.093,22.0,41.706,37.099,45.436,52.897,40.756,18.068,0
0.23701,3627.2,4510.6,9.3834,26.776,42.362,2702.2,74.842,120.41,0.3505,80.138,49.869,2631.1,25.94,51.323,3097.6,23.109,66.437,252.89,341.74,94.617,77.456,32.076,8.9701,25.966,6.7767,19.171,1.6357,33.108,13.888,23.793,1.2714,18.486,2.2365,4.8981,2.2951,0.029259,0.85571,0.070395,53.703,44.553,61.991,53.929,23.444,61.661,22.045,41.249,37.714,49.595,52.931,41.283,17.787,0
0.23663,3591.1,4521.1,9.4385,26.869,42.385,2704.3,74.344,120.4,0.35278,80.365,50.036,2633.3,25.487,51.514,3100.8,22.716,66.522,252.32,342.04,94.847,77.714,32.076,8.9701,25.966,6.7767,19.171,1.6357,33.108,13.888,23.793,1.2714,18.486,2.2365,4.8981,2.2951,0.022276,0.84809,0.10379,54.222,43.323,62.613,53.804,23.481,61.358,22.349,40.97,38.207,50.038,53.471,40.853,18.675,0
0.27304,3650.4,4460.3,9.3996,27.074,42.225,2706.0,73.63,120.42,0.3446,80.424,50.434,2636.1,23.934,49.425,3104.0,23.571,66.603,253.07,341.85,94.383,77.44,32.185,8.8144,26.227,6.7293,18.909,1.6786,33.304,13.838,23.407,1.1795,18.667,2.2644,4.9049,2.2431,0.022276,0.84809,0.10379,54.222,43.323,63.72,53.554,27.245,61.541,22.139,41.238,39.376,45.203,53.672,41.242,16.645,0
0.27462,3693.6,4462.8,9.3086,26.706,42.447,2705.2,75.828,120.43,0.34602,80.195,51.511,2634.4,26.661,49.368,3102.3,22.539,66.641,254.39,342.28,94.527,77.276,32.185,8.8144,26.227,6.7293,18.909,1.6786,33.304,13.838,23.407,1.1795,18.667,2.2644,4.9049,2.2431,0.022276,0.84809,0.10379,54.222,43.323,62.977,53.524,27.089,63.247,22.21,41.065,42.548,45.072,53.823,41.308,19.102,0
0.26502,3656.9,4473.4,9.3441,26.832,42.137,2705.0,74.226,120.43,0.34347,80.208,50.7,2634.4,22.564,50.231,3101.6,21.974,66.661,253.81,342.83,94.522,77.491,32.244,8.7141,26.609,6.6638,18.908,1.6779,32.858,13.891,23.848,1.1525,18.938,2.2895,4.8916,2.3775,0.022276,0.84809,0.10379,54.222,43.323,64.146,53.996,26.078,61.314,22.531,40.115,40.159,47.068,54.144,41.624,20.426,0
0.26326,3663.7,4528.9,9.2937,26.943,42.367,2703.7,74.936,120.42,0.34251,80.205,49.496,2632.5,25.912,48.983,3101.1,23.59,66.697,255.91,342.19,94.311,77.437,32.244,8.7141,26.609,6.6638,18.908,1.6779,32.858,13.891,23.848,1.1525,18.938,2.2895,4.8916,2.3775,0.022276,0.84809,0.10379,54.222,43.323,64.028,53.33,26.25,62.543,22.474,40.233,36.618,44.181,54.224,41.075,16.583,0
0.25961,3723.4,4485.3,9.261,26.763,42.39,2701.7,74.777,120.41,0.34843,80.167,49.984,2631.2,24.626,51.1,3100.3,22.059,66.749,256.9,342.33,94.493,77.129,32.702,8.8859,26.455,6.8214,19.121,1.6637,33.152,13.942,23.781,1.1577,18.296,2.2918,4.7536,2.3335,0.012206,0.83055,0.11163,54.71,44.701,63.749,53.834,25.44,61.139,21.927,40.988,38.052,49.079,54.235,41.141,20.239,0
0.25941,3720.8,4463.6,9.3706,26.806,42.517,2702.2,74.485,120.41,0.34806,80.101,50.134,2631.2,23.981,48.552,3097.8,23.047,66.716,258.13,342.89,94.313,77.172,32.702,8.8859,26.455,6.8214,19.121,1.6637,33.152,13.942,23.781,1.1577,18.296,2.2918,4.7536,2.3335,0.012206,0.83055,0.11163,54.71,44.701,63.795,54.094,25.46,61.354,22.581,41.033,38.494,43.182,54.319,41.944,17.891,0
0.21176,3655.5,4460.1,9.3433,26.889,42.56,2698.0,74.184,120.37,0.35496,79.992,48.712,2626.4,24.707,49.45,3095.7,23.088,66.698,256.43,342.11,94.473,77.528,32.643,8.8629,26.115,7.0445,18.978,1.653,33.141,13.954,23.661,1.296,19.092,2.2861,4.884,2.2567,0.012206,0.83055,0.11163,54.71,44.701,63.667,53.571,20.841,61.734,21.954,41.685,34.309,45.26,54.667,41.374,17.781,0
0.21361,3680.3,4484.8,9.2678,26.649,42.355,2698.4,74.944,120.42,0.35129,80.106,50.996,2627.6,25.123,49.157,3093.7,23.764,66.707,255.82,342.39,94.495,77.032,32.643,8.8629,26.115,7.0445,18.978,1.653,33.141,13.954,23.661,1.296,19.092,2.2861,4.884,2.2567,0.012206,0.83055,0.11163,54.71,44.701,63.242,53.275,20.659,61.864,22.516,42.134,41.032,44.584,54.916,41.391,16.208,0
0.21596,3617.9,4495.0,9.4405,26.896,42.506,2696.6,74.721,120.38,0.35441,80.026,50.634,2624.8,24.925,48.963,3092.6,23.068,66.731,256.93,342.32,94.8,77.41,32.54,8.992,26.329,6.9725,18.747,1.6402,33.552,14.097,23.579,1.1924,18.665,2.2305,4.8756,2.2801,0.012206,0.83055,0.11163,54.71,44.701,62.31,53.459,20.555,62.205,22.23,42.255,39.966,44.135,55.01,40.745,17.845,0
0.21353,3600.3,4471.2,9.2683,27.112,42.242,2698.5,74.312,120.4,0.35479,80.063,50.486,2625.8,26.075,50.825,3094.2,23.889,66.736,256.33,342.12,94.728,77.45,32.54,8.992,26.329,6.9725,18.747,1.6402,33.552,14.097,23.579,1.1924,18.665,2.2305,4.8756,2.2801,0.006792,0.81139,0.11803,52.812,44.1,62.613,53.745,20.795,63.012,22.254,42.208,39.529,48.444,54.816,41.198,15.888,0
0.22091,3635.2,4463.0,9.4759,26.714,42.569,2701.8,74.263,120.39,0.37532,80.286,49.847,2630.2,25.462,48.981,3097.0,23.421,66.756,255.93,342.41,94.724,77.533,32.593,8.9763,26.157,6.9728,18.396,1.6733,33.395,13.784,23.405,1.3244,18.485,2.2584,4.9004,2.3166,0.006792,0.81139,0.11803,52.812,44.1,62.525,54.394,21.203,60.179,22.169,43.831,37.649,44.175,54.849,41.021,16.976,0
0.21776,3633.6,4497.4,9.4059,26.549,42.546,2703.4,74.711,120.4,0.37264,80.411,48.932,2632.2,24.472,51.536,3100.0,22.657,66.813,256.25,341.78,94.762,77.783,32.593,8.9763,26.157,6.9728,18.396,1.6733,33.395,13.784,23.405,1.3244,18.485,2.2584,4.9004,2.3166,0.006792,0.81139,0.11803,52.812,44.1,62.553,53.982,21.512,61.93,21.876,44.158,34.956,50.089,54.816,41.242,18.754,0
0.20939,3643.7,4515.5,9.3073,26.841,42.899,2705.3,74.147,120.4,0.33934,80.385,49.533,2634.5,25.541,48.165,3102.1,23.329,66.89,254.6,342.43,94.563,77.479,32.309,8.933,25.867,6.8107,18.918,1.6863,33.716,13.845,23.64,1.2812,18.276,2.2509,4.8078,2.3025,0.006792,0.81139,0.11803,52.812,44.1,62.291,54.662,20.558,62.719,22.262,40.031,36.725,42.286,54.958,40.55,17.16,0
0.21235,3638.5,4547.6,9.4408,27.132,42.389,2705.3,75.048,120.41,0.33581,80.141,47.957,2634.0,25.096,49.795,3100.7,22.854,66.844,256.65,342.12,94.716,77.355,32.309,8.933,25.867,6.8107,18.918,1.6863,33.716,13.845,23.64,1.2812,18.276,2.2509,4.8078,2.3025,0.006792,0.81139,0.11803,52.812,44.1,62.38,54.277,20.267,60.971,22.466,40.462,32.086,46.061,54.77,41.208,18.303,0
0.23495,3687.7,4474.9,9.3932,26.349,42.436,2705.6,74.742,120.39,0.34482,80.086,49.513,2634.2,26.577,48.937,3103.3,24.021,66.839,256.14,342.46,94.645,77.179,32.203,8.8708,26.236,6.7617,18.787,1.6633,33.178,13.833,24.056,1.3105,18.66,2.3017,4.8861,2.249,0.0032731,0.82591,0.093988,53.857,44.061,62.945,53.886,22.913,60.175,22.132,40.982,36.666,44.075,54.298,40.58,15.544,0
0.23428,3683.0,4474.7,9.4254,26.892,42.418,2706.4,74.631,120.41,0.3462,80.139,50.262,2635.6,23.997,49.359,3102.8,22.727,66.76,254.37,342.52,94.583,77.309,32.203,8.8708,26.236,6.7617,18.787,1.6633,33.178,13.833,24.056,1.3105,18.66,2.3017,4.8861,2.249,0.0032731,0.82591,0.093988,53.857,44.061,63.026,53.888,22.978,63.297,22.591,40.813,38.87,45.05,54.231,41.741,18.609,0
0.24477,3706.4,4482.4,9.3021,27.082,42.115,2707.6,74.954,120.4,0.34302,80.108,48.976,2636.6,25.957,50.054,3103.4,22.89,66.725,254.79,342.62,94.448,77.445,32.504,8.8789,26.498,6.8008,18.627,1.6447,33.386,13.702,23.604,1.0932,18.264,2.2706,4.847,2.3083,0.0032731,0.82591,0.093988,53.857,44.061,63.144,54.106,23.827,62.381,22.702,40.884,35.086,46.66,53.972,40.821,18.211,0
0.2471,3703.8,4457.5,9.4639,26.75,42.369,2710.1,74.753,120.45,0.3458,80.336,51.115,2640.5,23.089,50.256,3105.6,22.619,66.726,253.29,342.7,94.445,77.54,32.504,8.8789,26.498,6.8008,18.627,1.6447,33.386,13.702,23.604,1.0932,18.264,2.2706,4.847,2.3083,0.0032731,0.82591,0.093988,53.857,44.061,63.189,54.404,23.597,60.67,22.655,40.545,41.381,47.127,53.882,42.275,18.826,0
0.21082,3666.4,4509.3,9.4085,26.942,42.532,2709.1,76.537,120.38,0.32678,80.294,49.978,2638.6,26.563,49.861,3105.9,22.217,66.728,253.62,342.61,94.391,77.167,31.853,8.7768,26.295,6.9394,18.945,1.6681,33.543,13.72,24.349,1.2634,18.633,2.3208,4.8269,2.3573,0.0032731,0.82591,0.093988,53.857,44.061,63.584,54.186,21.096,61.812,22.591,39.279,38.037,46.213,53.626,40.28,19.792,0
0.21138,3703.4,4523.2,9.2732,26.879,42.067,2705.7,74.515,120.43,0.33028,79.94,48.079,2634.3,24.513,48.522,3103.4,23.601,66.71,251.79,342.25,94.548,77.023,31.853,8.7768,26.295,6.9394,18.945,1.6681,33.543,13.72,24.349,1.2634,18.633,2.3208,4.8269,2.3573,0.001866,0.81655,0.10597,52.885,43.17,62.947,54.021,21.042,62.432,22.208,38.852,32.446,43.113,53.91,41.801,16.533,0
0.27747,3652.4,4522.9,9.4249,26.863,42.35,2706.4,74.804,120.38,0.33281,79.77,49.575,2635.0,23.108,52.48,3102.3,21.722,66.586,254.61,342.56,94.593,77.038,31.809,8.8645,26.102,6.8953,18.283,1.6896,32.837,13.753,24.34,1.4461,18.68,2.2443,4.8828,2.3037,0.001866,0.81655,0.10597,52.885,43.17,62.621,53.243,26.95,62.403,22.552,38.859,36.85,52.274,53.593,41.005,21.021,0
0.2769,3668.4,4471.6,9.4008,26.796,42.159,2708.9,75.24,120.39,0.33001,79.89,51.427,2638.4,26.081,49.745,3103.6,22.81,66.514,254.83,343.08,94.576,77.546,31.809,8.8645,26.102,6.8953,18.283,1.6896,32.837,13.753,24.34,1.4461,18.68,2.2443,4.8828,2.3037,0.001866,0.81655,0.10597,52.885,43.17,62.344,53.858,27.006,61.835,22.772,39.201,42.299,45.944,53.509,40.781,18.407,0
