xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,Class
94.716,77.218,32.579,8.9192,26.392,6.6126,18.557,1.683,33.036,13.766,24.564,1.175,17.765,2.282,4.7866,2.2663,0.02091,0.79125,0.10419,53.304,43.906,62.993,53.947,24.084,61.338,23.204,40.052,40.877,43.8,48.791,41.403,21.26,0
94.324,77.329,32.931,8.9828,26.252,6.7631,18.188,1.6705,33.334,13.84,24.013,1.4029,17.803,2.2743,4.7312,2.2934,0.016592,0.80583,0.08728,53.228,43.646,63.972,54.476,18.782,61.541,23.262,39.567,39.83,45.748,48.484,41.942,18.944,0
94.461,77.101,32.931,8.9828,26.252,6.7631,18.188,1.6705,33.334,13.84,24.013,1.4029,17.803,2.2743,4.7312,2.2934,0.016592,0.80583,0.08728,53.228,43.646,64.43,54.579,18.966,61.685,23.105,39.054,40.111,44.45,48.217,41.761,17.652,0
94.255,77.417,32.341,8.9046,26.466,6.9425,18.397,1.6514,33.208,13.751,24.248,1.1798,18.15,2.2509,4.8203,2.2036,0.016592,0.80583,0.08728,53.228,43.646,64.266,54.849,15.049,62.05,23.037,40.318,42.462,44.181,47.987,40.888,17.409,0
94.534,77.107,32.341,8.9046,26.466,6.9425,18.397,1.6514,33.208,13.751,24.248,1.1798,18.15,2.2509,4.8203,2.2036,0.016592,0.80583,0.08728,53.228,43.646,63.594,54.761,15.101,61.089,22.901,40.289,34.539,48.491,47.468,41.946,17.754,0
94.479,77.176,32.052,8.7011,27.045,6.9607,18.613,1.6593,33.387,13.895,24.448,1.2188,18.501,2.2533,4.8068,2.307,0.016592,0.80583,0.08728,53.228,43.646,62.795,54.464,20.124,59.955,22.826,39.078,38.635,46.303,46.967,41.411,19.259,0
94.885,76.844,32.052,8.7011,27.045,6.9607,18.613,1.6593,33.387,13.895,24.448,1.2188,18.501,2.2533,4.8068,2.307,-0.0041889,0.80175,0.095034,53.297,44.068,63.595,54.431,20.107,58.895,22.814,38.868,35.703,46.587,46.742,40.932,17.304,0
94.555,77.436,32.242,8.7322,26.257,6.9339,18.408,1.6442,33.233,13.901,24.149,1.0238,18.391,2.2296,4.7092,2.324,-0.0041889,0.80175,0.095034,53.297,44.068,63.234,54.452,23.05,60.477,22.406,40.879,34.636,49.073,46.467,40.794,16.927,0
94.793,77.24,32.242,8.7322,26.257,6.9339,18.408,1.6442,33.233,13.901,24.149,1.0238,18.391,2.2296,4.7092,2.324,-0.0041889,0.80175,0.095034,53.297,44.068,62.818,53.874,23.065,60.081,22.797,41.07,34.227,45.53,46.312,41.279,17.996,0
94.575,77.288,31.594,8.8044,26.562,6.7495,18.584,1.6524,32.912,13.902,23.94,1.2763,18.24,2.2342,4.8468,2.2671,-0.0041889,0.80175,0.095034,53.297,44.068,62.301,54.222,21.07,62.161,22.931,40.986,32.913,43.913,46.118,41.112,18.424,0
94.843,76.851,31.594,8.8044,26.562,6.7495,18.584,1.6524,32.912,13.902,23.94,1.2763,18.24,2.2342,4.8468,2.2671,-0.0041889,0.80175,0.095034,53.297,44.068,63.306,54.592,21.185,62.032,22.503,41.077,37.1,47.786,45.758,41.221,19.473,0
94.509,76.986,32.356,8.9459,27.029,6.8153,18.174,1.6067,32.991,13.938,24.527,1.2658,18.363,2.2661,4.8096,2.3016,0.01877,0.82387,0.088602,53.894,43.778,63.376,54.315,27.52,61.242,22.183,41.014,40.412,47.731,45.324,40.957,19.28,0
94.668,77.422,32.356,8.9459,27.029,6.8153,18.174,1.6067,32.991,13.938,24.527,1.2658,18.363,2.2661,4.8096,2.3016,0.01877,0.82387,0.088602,53.894,43.778,63.651,54.408,27.455,59.214,22.376,41.403,36.366,47.688,44.905,41.27,16.808,0
94.438,77.792,32.251,8.937,26.47,7.0931,18.575,1.6298,32.907,13.726,24.598,1.2543,18.536,2.2699,4.7649,2.2883,0.01877,0.82387,0.088602,53.894,43.778,63.428,54.804,20.527,61.54,22.229,41.688,35.354,46.129,44.708,41.991,18.963,0
94.536,77.709,32.251,8.937,26.47,7.0931,18.575,1.6298,32.907,13.726,24.598,1.2543,18.536,2.2699,4.7649,2.2883,0.01877,0.82387,0.088602,53.894,43.778,63.381,55.519,20.446,60.17,22.378,42.012,36.272,49.139,44.178,40.914,19.311,0
94.627,77.009,31.603,8.7754,27.14,6.898,18.694,1.648,32.751,13.78,24.167,1.2892,17.974,2.2461,4.737,2.2737,0.01877,0.82387,0.088602,53.894,43.778,62.301,54.648,21.626,62.606,22.253,39.173,37.57,43.493,44.218,40.537,19.663,0
94.838,76.809,31.603,8.7754,27.14,6.898,18.694,1.648,32.751,13.78,24.167,1.2892,17.974,2.2461,4.737,2.2737,0.023432,0.83785,0.089312,53.559,43.031,62.506,54.152,21.567,63.035,22.261,39.153,32.275,43.846,44.062,39.761,17.403,0
94.769,77.213,31.899,8.9565,26.515,7.0169,19.269,1.6844,32.519,13.941,24.067,1.1849,18.414,2.2414,4.8368,2.3969,0.023432,0.83785,0.089312,53.559,43.031,62.949,54.094,27.902,59.836,21.648,39.62,34.198,40.269,43.957,40.127,18.274,0
94.821,77.046,31.899,8.9565,26.515,7.0169,19.269,1.6844,32.519,13.941,24.067,1.1849,18.414,2.2414,4.8368,2.3969,0.023432,0.83785,0.089312,53.559,43.031,63.015,54.363,27.873,60.415,22.427,39.697,44.475,46.52,43.963,40.634,16.983,0
94.685,77.352,32.091,9.1398,26.325,6.9966,18.824,1.6623,32.675,13.732,24.478,1.2155,18.452,2.2168,4.8537,2.3354,0.023432,0.83785,0.089312,53.559,43.031,62.456,53.534,25.601,60.394,22.127,42.253,37.416,48.094,43.646,40.854,19.626,0
94.866,77.567,32.091,9.1398,26.325,6.9966,18.824,1.6623,32.675,13.732,24.478,1.2155,18.452,2.2168,4.8537,2.3354,0.023432,0.83785,0.089312,53.559,43.031,61.887,54.214,25.443,60.693,22.5,41.655,39.262,47.959,43.598,40.526,17.27,0
94.708,77.109,31.803,8.9706,26.702,6.7782,19.121,1.6737,32.565,13.875,24.318,1.3008,18.247,2.2616,4.8535,2.2971,0.0091114,0.85009,0.10031,53.076,44.207,62.687,53.773,23.989,58.547,21.859,39.384,36.151,50.276,43.671,40.563,16.562,0
94.846,77.004,31.803,8.9706,26.702,6.7782,19.121,1.6737,32.565,13.875,24.318,1.3008,18.247,2.2616,4.8535,2.2971,0.0091114,0.85009,0.10031,53.076,44.207,62.398,54.383,24.004,59.159,22.244,39.436,40.227,45.497,43.626,40.86,19.311,0
94.672,77.223,32.136,8.9235,26.385,6.9302,18.846,1.6233,32.992,13.836,24.193,1.2675,18.138,2.2091,4.8289,2.3382,0.0091114,0.85009,0.10031,53.076,44.207,63.457,53.994,27.007,61.692,21.999,40.695,43.286,44.877,43.557,41.57,15.283,0
94.663,77.193,32.136,8.9235,26.385,6.9302,18.846,1.6233,32.992,13.836,24.193,1.2675,18.138,2.2091,4.8289,2.3382,0.0091114,0.85009,0.10031,53.076,44.207,63.372,53.552,26.954,61.097,22.165,40.96,33.744,50.373,43.524,40.951,19.147,0
94.604,77.386,31.695,8.9212,26.803,6.6688,18.62,1.6792,33.162,13.917,24.21,1.3629,18.259,2.2639,4.9078,2.2649,0.0091114,0.85009,0.10031,53.076,44.207,63.092,54.356,24.092,64.097,22.375,40.511,38.809,42.315,43.749,41.416,19.302,0
94.725,76.921,31.695,8.9212,26.803,6.6688,18.62,1.6792,33.162,13.917,24.21,1.3629,18.259,2.2639,4.9078,2.2649,0.0029173,0.86644,0.08983,53.841,44.794,63.277,54.316,24.043,62.546,21.95,40.758,38.185,46.33,43.85,40.155,20.528,0
94.701,77.313,32.237,8.8717,26.79,6.8812,18.911,1.6215,32.639,13.935,24.357,1.3047,18.538,2.307,4.871,2.3148,0.0029173,0.86644,0.08983,53.841,44.794,64.462,54.52,28.452,58.799,21.993,41.42,41.221,42.608,43.942,41.418,16.672,0
94.374,77.395,32.237,8.8717,26.79,6.8812,18.911,1.6215,32.639,13.935,24.357,1.3047,18.538,2.307,4.871,2.3148,0.0029173,0.86644,0.08983,53.841,44.794,63.732,54.375,28.166,60.952,21.991,41.329,33.553,48.781,43.751,41.152,17.694,0
94.733,76.833,31.761,8.9528,26.515,6.9667,18.653,1.6369,32.479,13.903,24.254,1.2856,18.478,2.262,4.8579,2.2284,0.0029173,0.86644,0.08983,53.841,44.794,63.233,54.177,23.555,61.686,21.808,41.812,39.254,49.039,44.069,40.532,18.397,0
94.525,76.88,31.761,8.9528,26.515,6.9667,18.653,1.6369,32.479,13.903,24.254,1.2856,18.478,2.262,4.8579,2.2284,0.0029173,0.86644,0.08983,53.841,44.794,62.586,54.181,23.466,60.789,21.944,41.843,37.191,48.615,44.01,41.275,17.402,0
94.794,77.593,32.095,8.8965,26.39,7.0586,19.061,1.6763,32.514,13.747,24.047,1.2612,18.673,2.2637,4.8571,2.3554,0.036915,0.86768,0.10103,54.092,43.527,62.47,53.937,28.03,59.621,21.872,41.674,39.051,45.576,44.607,41.761,17.851,0
94.575,77.415,32.095,8.8965,26.39,7.0586,19.061,1.6763,32.514,13.747,24.047,1.2612,18.673,2.2637,4.8571,2.3554,0.036915,0.86768,0.10103,54.092,43.527,62.806,54.44,27.988,60.427,22.058,41.72,40.601,44.535,44.812,40.531,17.943,0
94.813,77.446,31.967,8.9802,26.354,6.9504,18.71,1.6962,32.652,13.845,23.862,1.4546,18.946,2.2259,4.8903,2.2506,0.036915,0.86768,0.10103,54.092,43.527,62.759,53.753,25.373,59.708,22.001,39.137,37.909,48.847,45.079,40.83,18.458,0
94.788,77.301,31.967,8.9802,26.354,6.9504,18.71,1.6962,32.652,13.845,23.862,1.4546,18.946,2.2259,4.8903,2.2506,0.036915,0.86768,0.10103,54.092,43.527,62.921,53.958,25.247,59.461,21.668,39.614,39.319,47.298,45.22,40.963,19.967,0
94.769,77.322,31.706,8.9035,26.125,6.7623,18.863,1.6727,32.59,13.872,24.398,1.3537,19.385,2.2508,4.8623,2.3811,0.036915,0.86768,0.10103,54.092,43.527,62.985,54.304,26.884,60.758,21.925,40.664,42.353,41.884,45.339,40.853,19.291,0
94.684,77.105,31.706,8.9035,26.125,6.7623,18.863,1.6727,32.59,13.872,24.398,1.3537,19.385,2.2508,4.8623,2.3811,0.039324,0.86232,0.096093,54.016,42.82,62.365,54.415,26.491,59.859,22.031,41.021,38.475,46.6,45.683,41.201,17.158,0
94.585,77.472,31.459,8.8718,26.338,6.8029,18.895,1.6816,32.77,13.669,23.467,1.212,18.764,2.2981,4.7428,2.3513,0.039324,0.86232,0.096093,54.016,42.82,63.342,54.483,29.55,60.376,21.956,41.184,41.125,40.78,45.861,40.679,19.15,0
94.489,77.286,31.459,8.8718,26.338,6.8029,18.895,1.6816,32.77,13.669,23.467,1.212,18.764,2.2981,4.7428,2.3513,0.039324,0.86232,0.096093,54.016,42.82,63.679,53.603,29.559,60.765,21.546,41.273,42.956,42.131,46.227,40.994,17.166,0
94.504,77.26,32.264,9.0074,26.703,6.8903,19.073,1.6743,32.359,13.864,24.053,1.4238,18.575,2.267,4.8111,2.2873,0.039324,0.86232,0.096093,54.016,42.82,63.862,53.686,32.5,63.122,21.856,38.297,38.82,48.063,46.448,41.777,17.973,0
94.49,77.055,32.264,9.0074,26.703,6.8903,19.073,1.6743,32.359,13.864,24.053,1.4238,18.575,2.267,4.8111,2.2873,0.039324,0.86232,0.096093,54.016,42.82,63.373,54.193,32.558,59.051,21.907,38.627,41.289,44.165,46.582,40.814,19.046,0
94.446,77.464,31.81,8.9978,26.392,6.9705,18.778,1.6551,32.957,13.887,24.205,1.0484,18.777,2.2291,4.8106,2.2698,0.019502,0.85889,0.10328,54.225,43.612,62.92,53.498,25.258,60.756,22.06,40.963,38.915,48.3,46.808,41.533,18.864,0
94.591,77.491,31.81,8.9978,26.392,6.9705,18.778,1.6551,32.957,13.887,24.205,1.0484,18.777,2.2291,4.8106,2.2698,0.019502,0.85889,0.10328,54.225,43.612,62.769,53.621,25.185,60.322,21.744,40.903,34.229,42.371,47.031,40.562,16.571,0
94.554,77.721,31.895,9.0755,25.771,6.9505,19.411,1.7103,32.549,13.663,24.021,1.1537,18.59,2.2745,4.8228,2.3151,0.019502,0.85889,0.10328,54.225,43.612,62.333,54.43,29.649,61.54,22.52,41.263,31.137,46.114,46.988,41.237,17.693,0
94.583,77.008,31.895,9.0755,25.771,6.9505,19.411,1.7103,32.549,13.663,24.021,1.1537,18.59,2.2745,4.8228,2.3151,0.019502,0.85889,0.10328,54.225,43.612,62.457,54.333,29.655,61.063,22.186,40.895,35.348,43.469,47.516,40.613,18.784,0
94.683,77.067,32.496,8.9525,26.304,6.9387,18.425,1.6554,33.211,13.8,24.084,1.2026,18.812,2.2498,4.844,2.2613,0.019502,0.85889,0.10328,54.225,43.612,62.625,53.199,29.211,61.426,22.111,38.344,42.675,46.238,47.749,41.418,19.14,0
94.652,77.131,32.496,8.9525,26.304,6.9387,18.425,1.6554,33.211,13.8,24.084,1.2026,18.812,2.2498,4.844,2.2613,0.016026,0.84643,0.10198,53.571,43.296,62.606,53.399,28.973,61.579,22.364,38.558,37.032,49.048,47.803,40.329,17.728,0
94.603,77.776,31.997,8.8172,26.268,6.8313,18.73,1.7,33.309,13.929,23.991,1.2799,18.378,2.2574,4.7189,2.3724,0.016026,0.84643,0.10198,53.571,43.296,62.33,54.231,23.468,61.375,22.551,39.964,36.987,46.816,48.124,42.11,18.873,0
94.533,77.672,31.997,8.8172,26.268,6.8313,18.73,1.7,33.309,13.929,23.991,1.2799,18.378,2.2574,4.7189,2.3724,0.016026,0.84643,0.10198,53.571,43.296,62.89,54.75,23.288,61.7,23.1,39.883,39.413,48.436,48.202,40.541,18.321,0
94.569,76.999,32.303,8.8638,25.928,6.7078,18.875,1.6789,32.95,13.735,24.195,1.2271,18.341,2.2856,4.7306,2.2767,0.016026,0.84643,0.10198,53.571,43.296,63.26,54.275,28.078,61.385,22.322,41.557,36.784,42.589,48.527,42.065,17.153,0
94.552,77.053,32.303,8.8638,25.928,6.7078,18.875,1.6789,32.95,13.735,24.195,1.2271,18.341,2.2856,4.7306,2.2767,0.016026,0.84643,0.10198,53.571,43.296,63.187,54.484,28.148,60.471,22.18,41.818,34.632,42.891,48.309,40.87,19.466,0
94.534,77.249,32.153,8.7804,26.362,6.8161,18.643,1.6575,32.668,13.827,23.293,1.1876,18.685,2.2577,4.908,2.3428,0.035974,0.84687,0.091261,54.855,45.554,63.348,54.143,25.379,62.516,22.432,38.865,40.737,47.247,48.367,41.785,17.67,0
94.506,77.039,32.153,8.7804,26.362,6.8161,18.643,1.6575,32.668,13.827,23.293,1.1876,18.685,2.2577,4.908,2.3428,0.035974,0.84687,0.091261,54.855,45.554,63.763,54.079,25.389,60.67,22.518,39.0,41.39,43.345,48.533,41.083,19.415,0
94.514,77.136,32.322,8.9881,26.189,6.8134,19.146,1.6184,32.801,13.865,24.122,1.3638,18.504,2.2134,4.7769,2.2489,0.035974,0.84687,0.091261,54.855,45.554,63.277,54.019,26.431,62.284,22.533,40.079,36.305,51.205,48.764,42.061,18.736,0
94.451,77.407,32.322,8.9881,26.189,6.8134,19.146,1.6184,32.801,13.865,24.122,1.3638,18.504,2.2134,4.7769,2.2489,0.035974,0.84687,0.091261,54.855,45.554,63.609,53.998,26.539,59.495,22.852,40.462,42.557,46.786,48.867,41.475,18.861,0
94.507,77.245,32.233,8.7405,26.229,6.9664,18.423,1.65,32.789,13.98,23.545,1.3102,18.06,2.2384,4.8595,2.2871,0.035974,0.84687,0.091261,54.855,45.554,63.744,52.957,25.047,59.868,22.775,40.54,33.931,49.787,48.791,42.028,17.957,0
94.435,77.291,32.233,8.7405,26.229,6.9664,18.423,1.65,32.789,13.98,23.545,1.3102,18.06,2.2384,4.8595,2.2871,0.014825,0.83656,0.083828,54.526,44.007,63.186,53.453,25.134,60.863,22.258,41.221,41.959,47.077,49.034,41.403,15.831,0
94.627,77.079,32.473,8.7899,26.059,6.7322,18.67,1.6716,33.21,13.945,24.162,1.4506,18.615,2.2425,4.7616,2.3145,0.014825,0.83656,0.083828,54.526,44.007,62.951,54.84,25.785,61.928,22.512,42.319,43.33,47.308,49.037,40.636,16.426,0
94.683,77.263,32.473,8.7899,26.059,6.7322,18.67,1.6716,33.21,13.945,24.162,1.4506,18.615,2.2425,4.7616,2.3145,0.014825,0.83656,0.083828,54.526,44.007,62.991,54.168,25.71,63.175,22.133,42.727,38.116,46.748,49.172,41.257,15.815,0
94.658,77.182,32.566,8.7849,26.272,6.9265,18.656,1.6724,33.059,13.69,23.542,1.2169,18.702,2.2244,4.8116,2.3862,0.014825,0.83656,0.083828,54.526,44.007,63.297,54.526,23.299,60.521,22.165,41.969,35.788,44.37,49.328,41.448,17.07,0
94.429,77.291,32.566,8.7849,26.272,6.9265,18.656,1.6724,33.059,13.69,23.542,1.2169,18.702,2.2244,4.8116,2.3862,0.014825,0.83656,0.083828,54.526,44.007,64.446,54.323,23.345,61.361,21.946,42.413,39.399,47.451,49.463,41.158,18.283,0
94.663,77.528,32.707,8.8577,26.028,6.8164,18.931,1.6152,32.878,13.825,23.861,1.325,18.23,2.2789,4.835,2.3427,0.021909,0.83647,0.099002,53.122,43.995,63.151,54.072,21.95,61.021,22.566,38.854,42.052,50.029,49.315,40.726,19.354,0
94.626,77.373,32.707,8.8577,26.028,6.8164,18.931,1.6152,32.878,13.825,23.861,1.325,18.23,2.2789,4.835,2.3427,0.021909,0.83647,0.099002,53.122,43.995,63.003,54.091,21.91,60.261,22.002,38.692,39.218,46.735,49.511,41.454,18.015,0
94.512,77.713,32.34,8.896,26.149,6.804,18.708,1.6061,33.422,13.837,23.792,1.2499,18.728,2.2261,4.8499,2.3866,0.021909,0.83647,0.099002,53.122,43.995,63.794,53.721,20.187,61.202,21.852,40.518,39.982,43.158,49.326,41.378,17.291,0
94.668,77.478,32.34,8.896,26.149,6.804,18.708,1.6061,33.422,13.837,23.792,1.2499,18.728,2.2261,4.8499,2.3866,0.021909,0.83647,0.099002,53.122,43.995,63.361,53.869,19.933,61.003,21.856,40.093,39.182,47.856,49.492,41.797,16.58,0
94.476,77.341,31.729,8.9142,26.096,6.9052,18.325,1.7048,33.384,13.628,23.46,1.2583,18.316,2.2701,4.8659,2.3061,0.021909,0.83647,0.099002,53.122,43.995,63.861,54.118,23.299,59.21,22.034,40.744,37.079,47.48,49.463,41.186,20.456,0
94.558,77.276,31.729,8.9142,26.096,6.9052,18.325,1.7048,33.384,13.628,23.46,1.2583,18.316,2.2701,4.8659,2.3061,-0.0028705,0.8317,0.098885,53.553,44.258,63.273,54.344,23.304,62.236,21.936,40.872,43.135,45.313,49.479,41.716,17.564,0
94.547,77.124,32.264,8.9139,25.988,6.745,18.866,1.6597,32.845,13.77,23.303,1.377,19.025,2.2423,4.8798,2.3081,-0.0028705,0.8317,0.098885,53.553,44.258,62.884,55.402,29.239,62.251,21.792,37.841,42.423,48.129,49.421,40.948,17.999,0
94.686,77.136,32.264,8.9139,25.988,6.745,18.866,1.6597,32.845,13.77,23.303,1.377,19.025,2.2423,4.8798,2.3081,-0.0028705,0.8317,0.098885,53.553,44.258,62.434,54.54,29.211,57.52,21.979,37.934,40.484,45.498,49.635,41.842,17.013,0
94.527,76.986,31.781,9.088,26.054,6.9836,18.633,1.6714,33.082,13.643,23.576,1.3743,18.545,2.2537,4.8089,2.2708,-0.0028705,0.8317,0.098885,53.553,44.258,64.195,53.594,24.481,62.079,21.787,39.753,34.197,48.104,49.56,40.235,16.247,0
94.482,77.448,31.781,9.088,26.054,6.9836,18.633,1.6714,33.082,13.643,23.576,1.3743,18.545,2.2537,4.8089,2.2708,-0.0028705,0.8317,0.098885,53.553,44.258,63.549,53.508,24.466,63.001,22.331,39.373,35.367,48.736,49.412,42.458,16.775,0
94.511,76.914,32.096,8.8497,26.178,6.8769,18.838,1.6995,32.947,13.941,23.461,1.201,18.834,2.195,4.8501,2.2506,0.032799,0.8304,0.10704,53.608,43.658,62.24,54.331,29.377,61.206,21.822,38.133,34.302,46.836,49.333,40.79,18.289,0
94.686,77.19,32.096,8.8497,26.178,6.8769,18.838,1.6995,32.947,13.941,23.461,1.201,18.834,2.195,4.8501,2.2506,0.032799,0.8304,0.10704,53.608,43.658,62.327,54.417,29.045,61.779,21.62,38.196,40.269,47.81,49.49,41.036,18.729,0
94.55,77.317,31.857,8.7265,26.419,6.872,19.139,1.6379,33.028,13.836,23.367,1.2174,18.711,2.2759,4.8642,2.2208,0.032799,0.8304,0.10704,53.608,43.658,63.013,53.934,26.515,60.612,21.919,42.021,37.533,48.35,49.297,40.949,18.65,0
94.639,77.417,31.857,8.7265,26.419,6.872,19.139,1.6379,33.028,13.836,23.367,1.2174,18.711,2.2759,4.8642,2.2208,0.032799,0.8304,0.10704,53.608,43.658,63.712,53.882,26.494,61.422,21.91,41.864,32.865,42.369,49.243,41.926,19.432,0
94.537,77.016,32.5,8.8254,25.965,6.9508,19.053,1.6411,33.28,13.75,23.918,1.2692,19.093,2.2314,4.8545,2.2849,0.032799,0.8304,0.10704,53.608,43.658,63.235,53.555,28.961,60.252,21.836,40.676,37.683,48.282,49.118,40.744,20.686,0
94.594,77.207,32.5,8.8254,25.965,6.9508,19.053,1.6411,33.28,13.75,23.918,1.2692,19.093,2.2314,4.8545,2.2849,0.0084398,0.84564,0.099359,53.441,43.332,63.318,53.689,29.049,60.156,21.986,40.494,39.077,49.133,49.198,41.836,17.611,0
94.563,77.34,32.07,8.8118,26.434,6.8978,18.838,1.6995,32.667,13.773,23.282,1.2206,18.469,2.3224,4.8355,2.2744,0.0084398,0.84564,0.099359,53.441,43.332,62.3,54.192,22.743,59.813,21.907,39.48,40.044,49.229,49.386,40.554,15.185,0
94.692,77.833,32.07,8.8118,26.434,6.8978,18.838,1.6995,32.667,13.773,23.282,1.2206,18.469,2.3224,4.8355,2.2744,0.0084398,0.84564,0.099359,53.441,43.332,62.947,54.012,23.033,61.41,22.111,39.27,33.327,46.247,49.214,41.041,18.937,0
94.54,77.438,32.499,8.6705,26.419,7.0234,18.811,1.6929,32.712,13.866,23.213,1.4031,18.966,2.2544,4.8958,2.3382,0.0084398,0.84564,0.099359,53.441,43.332,63.076,53.518,26.806,60.834,21.788,39.598,35.887,44.899,49.23,40.763,18.961,0
94.674,77.161,32.499,8.6705,26.419,7.0234,18.811,1.6929,32.712,13.866,23.213,1.4031,18.966,2.2544,4.8958,2.3382,0.0084398,0.84564,0.099359,53.441,43.332,62.593,53.758,26.745,63.19,21.675,39.318,43.566,49.447,49.328,41.182,16.704,0
94.648,77.103,32.182,8.7958,25.918,6.6889,19.117,1.6648,32.809,13.781,23.163,1.2572,18.947,2.2219,4.8637,2.3746,0.020258,0.84039,0.10085,54.303,44.054,62.106,54.15,22.728,63.012,21.775,41.096,39.161,51.317,49.467,41.04,16.939,0
94.832,77.061,32.182,8.7958,25.918,6.6889,19.117,1.6648,32.809,13.781,23.163,1.2572,18.947,2.2219,4.8637,2.3746,0.020258,0.84039,0.10085,54.303,44.054,62.5,53.923,22.813,61.099,21.846,40.964,37.656,44.957,49.425,41.04,17.464,0
94.568,77.193,32.455,8.8547,26.129,6.9752,19.069,1.6709,33.144,13.884,23.569,0.98976,19.014,2.2999,4.8526,2.3002,0.020258,0.84039,0.10085,54.303,44.054,63.309,53.535,25.451,60.462,21.909,39.72,42.65,47.538,49.432,40.755,16.871,0
94.503,77.68,32.455,8.8547,26.129,6.9752,19.069,1.6709,33.144,13.884,23.569,0.98976,19.014,2.2999,4.8526,2.3002,0.020258,0.84039,0.10085,54.303,44.054,64.54,53.482,25.568,63.033,22.166,40.139,37.589,46.056,49.778,41.719,17.959,0
94.468,77.877,32.191,9.1388,25.847,6.8195,19.013,1.6352,32.957,13.963,23.558,1.1543,19.259,2.2678,4.8698,2.2256,0.020258,0.84039,0.10085,54.303,44.054,62.834,53.304,22.724,60.85,21.962,40.98,41.418,44.526,49.691,41.003,18.418,0
94.744,77.46,32.191,9.1388,25.847,6.8195,19.013,1.6352,32.957,13.963,23.558,1.1543,19.259,2.2678,4.8698,2.2256,0.025168,0.83602,0.1044,53.843,43.578,62.337,53.685,23.039,60.133,21.925,41.12,38.916,45.042,49.659,41.358,18.269,0
94.635,77.068,32.451,8.7774,25.679,6.9824,18.805,1.6762,33.281,14.026,23.595,1.2586,18.97,2.2825,4.916,2.2568,0.025168,0.83602,0.1044,53.843,43.578,63.326,53.829,25.026,60.315,21.723,42.382,35.773,47.464,49.753,41.432,16.334,0
94.684,77.123,32.451,8.7774,25.679,6.9824,18.805,1.6762,33.281,14.026,23.595,1.2586,18.97,2.2825,4.916,2.2568,0.025168,0.83602,0.1044,53.843,43.578,63.497,53.437,25.301,62.133,21.54,42.006,39.604,44.281,49.943,41.104,15.128,0
94.635,77.476,32.516,8.9382,26.175,6.8568,18.973,1.6905,32.534,13.705,23.481,1.3458,19.162,2.2713,4.9446,2.3973,0.025168,0.83602,0.1044,53.843,43.578,63.363,53.347,22.645,59.596,21.955,43.052,32.79,47.768,50.009,40.781,17.568,0
94.856,77.341,32.516,8.9382,26.175,6.8568,18.973,1.6905,32.534,13.705,23.481,1.3458,19.162,2.2713,4.9446,2.3973,0.025168,0.83602,0.1044,53.843,43.578,62.103,53.927,22.61,61.737,21.625,43.215,41.042,45.743,49.929,40.176,15.119,0
94.615,77.42,32.427,9.0323,25.957,6.9426,18.73,1.6909,33.042,13.964,23.858,1.2914,18.816,2.2801,4.8656,2.2789,0.027345,0.83763,0.07466,54.364,43.95,63.52,53.863,21.478,61.303,21.775,38.824,38.485,46.03,49.858,41.702,18.924,0
94.56,77.365,32.427,9.0323,25.957,6.9426,18.73,1.6909,33.042,13.964,23.858,1.2914,18.816,2.2801,4.8656,2.2789,0.027345,0.83763,0.07466,54.364,43.95,63.228,53.675,21.711,60.328,21.326,39.106,36.506,44.134,49.901,40.552,17.742,0
94.787,77.313,32.319,8.9692,25.851,7.0631,18.74,1.6613,33.137,13.727,23.442,1.2397,18.665,2.2867,4.8761,2.2885,0.027345,0.83763,0.07466,54.364,43.95,62.764,54.036,22.13,62.446,21.444,42.327,35.442,44.686,50.014,41.565,17.787,0
94.61,77.316,32.319,8.9692,25.851,7.0631,18.74,1.6613,33.137,13.727,23.442,1.2397,18.665,2.2867,4.8761,2.2885,0.027345,0.83763,0.07466,54.364,43.95,62.652,54.796,22.348,59.777,21.342,42.309,42.246,45.512,49.78,40.736,16.485,0
94.904,77.753,32.256,9.0193,26.152,6.8669,18.883,1.6412,32.86,13.673,23.34,1.3432,18.337,2.2829,4.9063,2.3959,0.027345,0.83763,0.07466,54.364,43.95,62.297,53.871,23.012,60.841,22.005,39.153,39.769,46.619,50.013,40.346,16.263,0
94.671,77.63,32.256,9.0193,26.152,6.8669,18.883,1.6412,32.86,13.673,23.34,1.3432,18.337,2.2829,4.9063,2.3959,0.019117,0.84271,0.10196,54.0,44.087,61.641,53.91,22.871,63.419,22.016,39.032,35.077,46.788,50.025,41.296,19.348,0
94.739,77.547,32.287,9.1563,26.359,6.8885,18.739,1.6584,32.41,13.72,23.756,1.2115,19.067,2.2602,4.9686,2.3247,0.019117,0.84271,0.10196,54.0,44.087,63.063,53.008,23.515,59.583,22.087,38.415,40.319,46.647,50.112,40.761,21.067,0
